Created on 08-17-2020,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
1592870400.0,2020-06-23,LTCUSD,44.3,44.46,43.88,44.16,66036.13,2915932.79
1592784000.0,2020-06-22,LTCUSD,42.96,44.66,42.91,44.3,102659.16,4520472.08
1592697600.0,2020-06-21,LTCUSD,43.54,43.82,42.82,42.96,30297.86,1311283.82
1592611200.0,2020-06-20,LTCUSD,42.83,43.87,42.23,43.54,68184.71,2933795.08
1592524800.0,2020-06-19,LTCUSD,43.4,43.66,42.54,42.83,70833.29,3056695.18
1592438400.0,2020-06-18,LTCUSD,44.02,44.18,42.81,43.4,78430.83,3417087.37
1592352000.0,2020-06-17,LTCUSD,43.86,45.05,42.97,44.02,94770.54,4173534.78
1592265600.0,2020-06-16,LTCUSD,43.74,44.21,43.32,43.86,82069.78,3590492.46
1592179200.0,2020-06-15,LTCUSD,43.99,44.08,41.75,43.74,157474.8,6774514.4
1592092800.0,2020-06-14,LTCUSD,45.07,45.08,43.54,43.99,64934.7,2879730.61
1592006400.0,2020-06-13,LTCUSD,44.7,45.24,44.27,45.07,57037.73,2553081.46
1591920000.0,2020-06-12,LTCUSD,43.19,45.35,42.78,44.7,128084.84,5670406.37
1591833600.0,2020-06-11,LTCUSD,46.71,47,42.12,43.19,240296.05,10691034.85
1591747200.0,2020-06-10,LTCUSD,45.93,47.15,45.64,46.71,136088.66,6311877.01
1591660800.0,2020-06-09,LTCUSD,46.47,46.87,45.39,45.93,109704.31,5046396.18
1591574400.0,2020-06-08,LTCUSD,46.62,46.76,45.98,46.47,91936.04,4263404.84
1591488000.0,2020-06-07,LTCUSD,46.76,47,45.1,46.62,98502.51,4547230.87
1591401600.0,2020-06-06,LTCUSD,46.76,47.17,46,46.76,65141.72,3039926.69
1591315200.0,2020-06-05,LTCUSD,47.44,47.96,46.45,46.76,87889.94,4149933.29
1591228800.0,2020-06-04,LTCUSD,47.13,48.07,46.29,47.44,110979.56,5270847.52
1591142400.0,2020-06-03,LTCUSD,46.03,47.44,45.28,47.13,98715.43,4594767.15
1591056000.0,2020-06-02,LTCUSD,48.26,49.9,44.52,46.03,264187.99,12487625.93
1590969600.0,2020-06-01,LTCUSD,45.6,48.96,45.35,48.26,169981.17,8007637.51
1590883200.0,2020-05-31,LTCUSD,47.75,47.81,45.1,45.6,116094.16,5402461.56
1590796800.0,2020-05-30,LTCUSD,44.48,48.07,44.12,47.75,139237.1,6509264.63
1590710400.0,2020-05-29,LTCUSD,44.75,45.37,44.16,44.48,94083.7,4207163.53
1590624000.0,2020-05-28,LTCUSD,43.87,44.88,43.15,44.75,97888.52,4322278.47
1590537600.0,2020-05-27,LTCUSD,42.29,43.98,42.23,43.87,86956.32,3768295.92
1590451200.0,2020-05-26,LTCUSD,42.96,43.07,41.79,42.29,74663.74,3168654.07
1590364800.0,2020-05-25,LTCUSD,42.06,43.31,41.76,42.96,81665.91,3490226.94
1590278400.0,2020-05-24,LTCUSD,43.89,44.56,42.04,42.06,98282.91,4263669.83
1590192000.0,2020-05-23,LTCUSD,44.24,44.75,43.68,43.89,50440.7,2226702.42
1590105600.0,2020-05-22,LTCUSD,42.7,44.68,42.32,44.24,128208.98,5601464.94
1590019200.0,2020-05-21,LTCUSD,44.21,44.63,41.53,42.7,159169.93,6843206.92
1589932800.0,2020-05-20,LTCUSD,45.76,46.2,42.94,44.21,178764.26,8014168.86
1589846400.0,2020-05-19,LTCUSD,45.33,45.86,44.07,45.76,132536.74,5956355.96
1589760000.0,2020-05-18,LTCUSD,43.69,47.5,43.64,45.33,353210.26,16076240.37
1589673600.0,2020-05-17,LTCUSD,43.27,44.5,43.08,43.69,119366.77,5252301.45
1589587200.0,2020-05-16,LTCUSD,42.7,43.88,42.5,43.27,88025.82,3807384.54
1589500800.0,2020-05-15,LTCUSD,44.02,44.16,41.89,42.7,154132.05,6633081.81
1589414400.0,2020-05-14,LTCUSD,43.26,44.42,42.28,44.02,162135.92,7058137.31
1589328000.0,2020-05-13,LTCUSD,42.26,43.82,41.99,43.26,132449.41,5696251.13
1589241600.0,2020-05-12,LTCUSD,41.52,42.87,41.31,42.26,143902.58,6062384.03
1589155200.0,2020-05-11,LTCUSD,42.15,43.14,39.34,41.52,280077.33,11527743.75
1589068800.0,2020-05-10,LTCUSD,46.94,47,39.98,42.15,482337.2,20430416.76
1588982400.0,2020-05-09,LTCUSD,47.74,49.12,46.66,46.94,231894.46,11131009.88
1588896000.0,2020-05-08,LTCUSD,47.46,48.5,46.4,47.74,237192.91,11299126.29
1588809600.0,2020-05-07,LTCUSD,45.06,48.25,44.5,47.46,240753.29,11206223.89
1588723200.0,2020-05-06,LTCUSD,46.58,47.64,44.47,45.06,172293.22,7999983.09
1588636800.0,2020-05-05,LTCUSD,47.07,47.84,45.79,46.58,124117.7,5807459.62
1588550400.0,2020-05-04,LTCUSD,48.15,48.27,45.26,47.07,204647.95,9539151.26
1588464000.0,2020-05-03,LTCUSD,49.26,49.99,46.71,48.15,167956.55,8132340.22
1588377600.0,2020-05-02,LTCUSD,47.11,49.64,46.79,49.26,146294.94,7045588.8
1588291200.0,2020-05-01,LTCUSD,46.39,48.36,46.36,47.11,145467.33,6871152.49
1588204800.0,2020-04-30,LTCUSD,48.85,50.96,45.78,46.39,469875.44,22705660.18
1588118400.0,2020-04-29,LTCUSD,45.8,50.19,45.65,48.85,433174.2,20719782.45
1588032000.0,2020-04-28,LTCUSD,44.53,46.22,43.5,45.8,154106.24,6913356.73
1587945600.0,2020-04-27,LTCUSD,44.63,45.28,43.19,44.53,155136.42,6858133.55
1587859200.0,2020-04-26,LTCUSD,44.41,45.39,43.76,44.63,124094.17,5525393.65
1587772800.0,2020-04-25,LTCUSD,44.56,45.6,43.9,44.41,162978.76,7284366.18
1587686400.0,2020-04-24,LTCUSD,43,44.99,42.89,44.56,200435.59,8845642.05
1587600000.0,2020-04-23,LTCUSD,41.88,43.97,41.03,43,216866.41,9290184.09
1587513600.0,2020-04-22,LTCUSD,40.7,42.38,40.33,41.88,113064.19,4696327.41
1587427200.0,2020-04-21,LTCUSD,40.27,41.4,40.15,40.7,137212.33,5578649.53
1587340800.0,2020-04-20,LTCUSD,42.28,43.33,39.53,40.27,208215.02,8615574.81
1587254400.0,2020-04-19,LTCUSD,44.2,44.39,41.56,42.28,157063.21,6764591.77
1587168000.0,2020-04-18,LTCUSD,42.21,44.51,42.08,44.2,154548.09,6703601.15
1587081600.0,2020-04-17,LTCUSD,42.6,43.09,41.66,42.21,103965.61,4397559.6
1586995200.0,2020-04-16,LTCUSD,39.3,43.75,38,42.6,344240.67,14217475.81
1586908800.0,2020-04-15,LTCUSD,41.22,41.8,39.12,39.3,161434.87,6533473.15
1586822400.0,2020-04-14,LTCUSD,41.37,41.96,40.52,41.22,121271.41,5013717.42
1586736000.0,2020-04-13,LTCUSD,42.04,42.04,39.5,41.37,248054.93,10067829.2
1586649600.0,2020-04-12,LTCUSD,42.61,43.75,41.9,42.04,156192.6,6704660.78
1586563200.0,2020-04-11,LTCUSD,42.36,43.24,41.51,42.61,134202.32,5697468.71
1586476800.0,2020-04-10,LTCUSD,46.29,46.45,40.93,42.36,309534.72,13381795.13
1586390400.0,2020-04-09,LTCUSD,46.58,46.92,44.67,46.29,168311.69,7756242.27
1586304000.0,2020-04-08,LTCUSD,44.8,47.25,44.27,46.58,214315.66,9891431.74
1586217600.0,2020-04-07,LTCUSD,45.12,47.69,43.63,44.8,369332.98,16876175.56
1586131200.0,2020-04-06,LTCUSD,40.39,45.15,40.37,45.12,303944.54,13093192.87
1586044800.0,2020-04-05,LTCUSD,40.85,41.11,39.95,40.39,99332.13,4022769.87
1585958400.0,2020-04-04,LTCUSD,40.54,41.23,39.95,40.85,115501.34,4691312.56
1585872000.0,2020-04-03,LTCUSD,39.97,41.51,39.54,40.54,146495.63,5940282.22
1585785600.0,2020-04-02,LTCUSD,39.33,43,39.01,39.97,253425.58,10269926.89
1585699200.0,2020-04-01,LTCUSD,39.15,39.5,37.17,39.33,135658.05,5198113.27
1585612800.0,2020-03-31,LTCUSD,38.99,39.41,38.38,39.15,90138.49,3514367.3
1585526400.0,2020-03-30,LTCUSD,37.11,39.79,37.1,38.99,153235.87,5936275.2
1585440000.0,2020-03-29,LTCUSD,38.91,39.19,37.01,37.11,128741.77,4878552.83
1585353600.0,2020-03-28,LTCUSD,38.18,39.51,36.57,38.91,265186.5,10027088.13
1585267200.0,2020-03-27,LTCUSD,40.59,41.43,37.94,38.18,249311.22,9941029.09
1585180800.0,2020-03-26,LTCUSD,39.25,40.66,38.54,40.59,195149.94,7684001.93
1585094400.0,2020-03-25,LTCUSD,40.7,41.21,38.24,39.25,246537.27,9740254.36
1585008000.0,2020-03-24,LTCUSD,39.12,41.05,38.39,40.7,268937.54,10685970.99
