Created on 08-17-2020,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume XRP,Volume USD
1587859200.0,2020-04-26,XRPUSD,0.1944,0.1976,0.1923,0.1971,10192935.12,1992095.35
1587772800.0,2020-04-25,XRPUSD,0.1933,0.1981,0.1917,0.1944,6562127.02,1277725.64
1587686400.0,2020-04-24,XRPUSD,0.1928,0.197,0.1925,0.1933,6825094.89,1327409.7
1587600000.0,2020-04-23,XRPUSD,0.1882,0.1999,0.1858,0.1928,16212148.38,3138826.27
1587513600.0,2020-04-22,XRPUSD,0.1834,0.1899,0.1822,0.1882,7687112.67,1436824.3
1587427200.0,2020-04-21,XRPUSD,0.1818,0.1866,0.1815,0.1834,10212568.75,1879226.98
1587340800.0,2020-04-20,XRPUSD,0.1892,0.1949,0.1785,0.1818,15996482.33,2983165.08
1587254400.0,2020-04-19,XRPUSD,0.195,0.1963,0.1882,0.1892,8275182.94,1592109.58
1587168000.0,2020-04-18,XRPUSD,0.1888,0.1974,0.1888,0.195,11006713.68,2122695.07
1587081600.0,2020-04-17,XRPUSD,0.1909,0.192,0.1863,0.1888,8721175.32,1651370.14
1586995200.0,2020-04-16,XRPUSD,0.1805,0.1935,0.1741,0.1909,21360941.4,3949119.63
1586908800.0,2020-04-15,XRPUSD,0.1863,0.19,0.18,0.1805,12122762.52,2239325.95
